"";"dist_paved";"dist_unpaved";"dist_rail";"dist_fridge";"dist_protected";"dist_settlement";"pop_mean";"fl"
"34";1974,08811293098;5908,66569079904;35692,1358868231;12894,1329564125;80978,4842911515;2762,30913257992;0;0
"35";4269,84692645451;698,598406456749;21233,4948379502;49986,1725246803;138027,918118085;21884,7891017274;0;2
"36";472,676690649317;830,325485742363;43994,8556021642;9970,84660639646;91689,0249758883;9901,72797473331;0;0
"37";3177,71253515143;1768,99072104376;10164,328026516;48044,3351745808;23438,4916582535;5037,96752315385;0;1
"38";2790,36725599884;247,296226624485;1377,25514102767;18558,5790953344;110246,388352193;2244,94064499116;3,24001955986023;3
"39";3323,30509025051;409,516593260148;14373,0167720262;109616,109175603;23968,2923731951;14710,6226743209;0;0
"40";5674,52337231511;6949,25626388773;23917,3347710073;26119,8647474552;52746,5511248893;25035,5694581419;0,993564605712891;1
"41";14464,7349389419;459,97590500982;30543,8830214339;31174,6545685461;30008,1407392132;19773,6336969073;0;3
"42";1443,43506134918;2303,85483216018;1556,3582401858;52667,7957158922;53856,5887133146;10657,4926301074;0;3
"43";1745,07540919462;1427,07210054484;57474,1877897299;7678,86148366336;48640,3129634542;7191,94629004539;0;2
"44";3450,17408193139;144,38515497159;3311,36478043664;42053,1325935181;108250,670750267;3774,12034611166;0;3
"45";8212,46907772576;3007,2633374434;41642,9195669524;22772,281166759;103712,099155175;23320,4764796302;0;0
"46";10002,0235152585;750,267688626661;13420,4559719727;26223,9569173613;73041,6883337628;15897,2536573055;0;0
"47";1651,02811157104;5796,47536874792;16152,5995676476;40252,0775777408;64112,3795624192;19823,4071085714;0;1
"48";1685,68716884814;241,830970775584;3753,88197584738;3569,75515336655;52663,9888899949;4193,56330123955;0;3
"49";1337,93385253628;4894,42029966428;23119,48598306;52384,736345615;106041,588838966;8778,70007995772;0;0
"50";4120,81789525914;2053,72475168816;9761,20907336088;11055,6714436397;42983,410713654;10418,9120675772;0;0
"51";470,520316667947;8862,00745018032;7741,72303322284;21935,9035623395;8844,46271893848;4867,93897915103;0;2
"52";5318,95868390168;5182,3075013478;49217,700504091;9522,02782363085;87840,9126759564;10601,4789021253;0;0
"53";1913,42515653914;5310,31997814956;1913,19279073733;65989,9008157473;80993,9633429744;8710,30022619902;0;0
"54";2898,33781195823;501,011405568626;64786,2532899633;56153,5281025358;74004,0447734322;55050,348545879;0;0
"55";5492,56903975892;5403,45610359334;40064,3798757204;44489,8141866661;95633,2914503487;14333,2501081773;0;0
"56";2470,42155225771;407,568310762773;2598,45137765336;25995,0562558616;89035,271428203;2505,11554011813;0;0
"57";467,086080167115;1995,05356815039;34215,5888325631;74188,8760756394;27072,348667894;25837,8625750227;0;0
"58";383,01958702182;2442,26459014625;65751,1606050958;4338,57578381962;43040,6650472345;24922,2814031436;0,0182569548487663;0
"59";724,988436411114;756,321611785966;42752,589022684;123802,076506123;22437,7875913738;7414,58132923601;0;2
"60";4953,99680723441;522,002854686794;47830,6669813365;110317,2040925;110550,390733454;7561,76983352499;0;2
"61";62,9972195614521;63,8063257641642;799,667130017166;11067,1988738166;174038,656395024;9529,48145127466;0;3
"62";1713,78324869638;972,130902474409;5822,1863760128;57976,9959766902;53034,926486568;6053,60515220653;0;0
"63";1509,41848357554;3235,25944092146;34783,4516405923;49580,5436994165;3022,27588495981;15901,2512080661;0;0
"64";1208,03601110032;2262,87941562445;10556,0119676912;38593,6806629262;20707,2292432369;2291,1637411344;0;2
"65";3668,20389231556;73,2947157354038;62174,289168212;43768,1789889151;90360,9233346969;43601,8050342559;0;0
"66";3911,05945963848;2190,58011976782;39845,2276887625;61407,1098392827;11124,9219563457;42263,8650016059;0;0
"67";5286,77373730871;17496,5516657476;4335,55376440144;55529,2501577829;128926,03507497;33513,421967736;0;1
"68";1114,72147599975;1339,06351219238;23503,1633959482;46378,3475651048;0;6982,6882750212;0;0
"69";3135,22137339496;223,843160404206;3788,64627507305;64202,2346678299;61894,1008973089;3828,45643984335;0;3
"70";4035,47333393697;4050,10221483148;19685,9873843119;18424,642361941;12306,9511893728;18201,739586599;0;3
"71";6894,23902508902;878,927753959364;6891,09495531946;33799,7833292109;38472,8593566324;7205,45149387791;0;1
"72";4421,0215615093;11353,5149432694;25010,551168809;51501,294631847;101878,70249082;5980,93038592348;0;2
"73";7849,10628946269;704,300649914598;9952,13320230677;55203,8934449301;159465,873139673;11765,421079767;0,49861866235733;1
"74";2569,30242378228;8032,06147899857;8026,49160476853;31548,4189014526;15652,452350548;8814,59273581484;0;0
"75";583,710737383552;969,140655869113;1978,27182267841;55318,5090410709;30814,5038822922;12347,9981764738;0;0
"76";15439,9113190218;203,688419671296;36066,0978350175;66547,9910012583;86811,3551392384;24483,9763161543;0;0
"77";5503,98073434789;182,922216724041;11871,2420622514;48074,1174437513;71966,8437377481;14438,2689986464;0;0
"78";8866,44489257813;3237,57132925972;24906,5636547214;8520,71889833932;0;8993,21161137865;0;0
"79";1091,00964217073;9072,17501465751;27858,3365609989;44732,0713745159;207,194538516236;15920,0854594339;0;0
"80";522,820193685431;629,498429849661;31139,7054285737;29875,2587134641;31386,0385205299;15897,4175877046;0;0
"81";3186,6631489635;418,462257851749;9487,90936987909;29359,6430672336;48873,2551949456;9101,17670245086;0;3
"82";6272,7858874297;16627,6575032941;24150,5499199917;51049,2432767412;0;8557,10744925139;0;0
"83";9958,38514600088;381,20465333651;26666,0134806838;34385,2193683227;60764,8754546096;28093,8654913651;0;0
"84";2557,40776724105;2562,18902999457;20351,5106419816;20925,8674419579;107690,899082054;20773,2062557782;0;0
"85";2432,44211117622;148,194084756562;14230,8072919468;23339,3236956784;107666,790686688;14693,1212981987;0;3
"86";9292,26689876661;8426,38671348757;98751,2313033833;99064,1641358597;85967,8576448009;26300,4416329679;0;0
"87";23584,8282129812;330,37949794529;36380,3456826058;49492,0175200075;37293,7503476622;38434,232693985;0;0
"88";2808,37216303779;1082,63043428235;2796,57527159919;9908,25005506753;87559,8526634202;9931,41805327256;0;3
"89";689,526061584751;1282,1587427077;12202,6510218125;12528,8825513516;40759,4709098671;13004,6426402327;0;0
"90";243,205492591961;890,514445316088;711,910243838105;6053,91488374727;69914,8265853723;4619,01552058932;0;3
"91";25452,0950601451;2507,97981468763;25539,2327145003;69023,6151257446;97803,8430411898;27144,4963206393;0;0
"92";4869,07846192393;526,431823222544;39725,2278077457;96460,3889734487;3558,80964553012;39382,3262193709;0;3
"93";10655,1069891331;1637,78385981963;64731,0453167228;18944,2121836555;27021,2006131321;19125,4721640032;0;3
"94";1432,96942839521;746,517716669311;1639,43398367955;6361,1865657421;151377,188076554;2507,18797581649;0;0
"95";18284,3364659812;13045,9722348654;27732,409993237;30453,4940302944;37533,6161461381;16940,1877237228;0;2
"96";5351,36123012871;577,33570760209;36351,8046637272;7292,37458708071;26998,6094282552;16867,014610188;0;3
"97";1144,29093839183;4720,04537208147;1212,04346520994;15785,3253320627;2784,87600681744;483,490982668831;2,15586853027344;1
"98";3108,46603822535;2619,38348339566;3148,68136972829;71810,8387404928;19410,6157411721;12156,6515140754;0;0
"99";7365,09849911935;7643,30444754318;7442,24818172528;20030,9238603881;28062,2743232344;14156,6491112671;0;0
"100";6741,3079378826;159,479345103517;15885,6123146082;16637,8424798158;110093,738220264;16059,8637958339;0;0
"101";8864,3283929319;1659,90230427031;38010,9707391542;22363,3974250458;62610,3840616341;21963,8913813269;0;0
"102";7047,8554823627;108,656976407711;56901,6336179915;28430,7374471267;113265,678542041;24956,192200914;0;0
"103";9815,29012421528;9314,75307420753;14849,7057519952;28020,4657589533;5949,25104428856;9354,11420145155;0;2
"104";163,056549057715;4858,81224257822;241,01139408868;50369,8675765897;99665,7706542528;12080,6873509455;0;0
"105";11903,3749021846;8748,31947567384;30258,0940917373;90277,9916582333;91268,5462127348;39965,319757264;0;0
"106";7618,30004038415;372,386951450603;30879,3699745827;79357,4806764987;85007,1390224728;10964,937083725;0;0
"107";4088,21401664214;6516,81448715913;4111,57794389072;21169,0868591998;38984,9980234164;11638,4008501645;0;1
"108";21383,9934844123;1158,11064002822;55185,2848729848;74493,0172492065;0;38275,4838575811;0;0
"109";3018,46508516422;182,635158313012;68470,6109063823;15751,3543117977;110130,678459869;6790,96348059799;0;3
"110";2007,1994682526;218,106217630432;26863,8277348573;4447,81887706849;13967,4372558312;4156,878088481;0,954638838768005;3
"111";1967,38643162376;976,307815080749;1757,89087384453;16018,6583168098;81178,5708703377;14697,9654900092;0;0
"112";161,671306399624;1109,87309820518;36958,6249983213;50734,7062063867;74916,4442929368;3604,83732894737;0;0
"113";6115,47085017094;296,387696168289;27901,1868627283;77875,5562204019;19445,3540024568;28434,8535776149;0;1
"114";1970,78145061905;4928,59007988915;11268,8203438171;38603,6860244695;17470,5038356746;8316,47504929366;0;2
"115";9835,59229211206;765,476265921556;8909,36346315645;70943,3924225096;37991,7287797797;37257,8917498633;0;3
"116";5180,58996149089;739,15734998873;18522,010598313;44727,8146264187;75357,1810447948;19113,9437304013;0;0
"117";738,642527155486;1013,02204094165;22253,4710414008;22067,5750709503;61636,0624948461;22669,2731522054;0;3
"118";7903,62548164355;392,163114777942;16773,2564091366;55856,6912998458;71867,3619850712;20705,5591124502;0;0
"119";8735,0282699452;71,9023444837912;17294,5680228682;27154,209918441;55847,738483755;20850,006001144;0;3
"120";9039,33817288177;9113,53039431073;24446,9514620621;27564,1869947643;56656,5896741743;22177,9758968583;0;2
"121";1017,2944550758;7888,5643122989;61401,3948498421;43050,6742047308;42217,7749991968;12725,1110219271;0;2
"122";700,992445717318;699,75913784053;5119,20497527748;38185,4169456645;38313,5242880607;9155,92276494088;0;0
"123";4700,74602296908;5963,60761817956;26188,9420496453;55181,7063880185;91471,7522208709;8473,82935635591;0;2
"124";2781,61089970147;3613,18135424176;11866,2253143636;16661,3406258548;75390,7337289092;6283,88584309314;0;1
"125";2042,92570020393;273,267250518808;17316,5639812107;74624,8145516191;91740,30525712;9387,68464200602;0;0
"126";1815,97436016219;572,575802295703;68166,8510009803;85063,6460198879;101576,894503123;4374,92820036262;0;2
"127";680,743090240562;4960,43553684366;39130,2537904745;74647,289723145;40216,69897667;26708,3523896967;0;0
"128";5689,33887616992;4806,87275119557;5475,70549014218;94650,5248640692;36807,6616453257;11285,4902085377;0;0
"129";9927,0391081076;2181,03994794468;69403,405957163;12934,9006915002;37034,4672221962;12728,348596849;0;3
"130";152,428555571178;149,932170353216;6657,13600483345;18781,207268817;143749,847945825;5167,8372874989;10,4827280044556;3
"131";8834,19323871347;1147,08855349042;26599,3706828345;129796,542469467;11598,8034302017;22641,1437193621;0;0
"132";1545,77809151351;1408,31376104996;1638,80977616428;59611,9241163976;57889,6415984479;3039,02539363504;0;3
"133";5416,64039832731;612,478219264731;11917,4498944446;13366,050494329;102200,158076792;13100,5073487946;0;0
"134";1567,47696950375;356,424020956564;29457,3263958314;19849,9745062631;128976,941797599;15504,7374906277;0;3
"135";185,167688098205;167,358177112549;24101,2006841106;41676,2686209756;103952,735475179;7035,29784523077;0;0
"136";11043,3284433961;1927,61083050819;18879,495687425;25277,4110998792;60879,6233537312;19323,9251864494;0;3
"137";2890,15994374752;180,718682571108;9696,82859370733;11298,76677864;177037,585818137;9602,19882092291;0;0
"138";138,41107803185;1015,7628239211;347,431927811962;22908,9221143596;83105,5254811206;1998,20471085611;0;3
"139";1007,48631784399;2339,65085481256;47082,6803091462;72934,3280655608;191217,480033341;7751,033565479;0;0
"140";1887,50643940418;2163,43185322187;1750,95168545271;62862,4550623828;75429,1864348756;13069,2170942288;0;3
"141";5271,55696086653;302,419272292121;32541,3676737555;24403,2401033458;58987,5855547241;24100,6363631371;0;3
"142";6136,23988640624;9475,05947776077;56318,4428947297;50796,0965243739;80497,071404794;9991,61508675286;0;0
"143";6400,47913184161;19028,6577350303;14152,9694807081;79663,141187169;52384,3536931842;24888,2051063473;0;0
"144";3027,04891144054;451,207355760637;15748,5985414672;39991,3163528475;81212,8151057632;19183,3531881374;0;1
"145";1743,25477060722;438,104550729448;1795,77059347207;93475,7407338772;5636,87558667562;3004,0566463806;0;0
"146";13971,7976367467;3471,86513359596;14268,2285164125;75501,7652099568;14885,0449321947;14342,9112343886;0;0
"147";4036,03495064921;62,3974168175852;49930,8983980325;12066,4003355509;90587,0974942888;12607,8602005281;0;3
"148";9259,80109205026;1024,20671648397;67575,472584771;11905,0798512164;35031,1838059035;11732,347923056;0;3
"149";1166,19639385677;5052,48353547908;75944,7214008031;58041,5440029688;13818,4916658138;57983,2412733284;0;2
"150";24205,5638366354;632,689850523574;24147,7134886528;34645,8056994909;19646,8556128533;24730,5319358249;0;0
"151";5064,75922216592;453,285094512735;5227,91561196561;27399,5757429559;32965,5123143439;20203,3617796271;0;3
"152";676,476154857208;5627,61404031902;679,889847204019;7927,76232163272;89251,0009592518;7932,54358921799;0;2
"153";153,021686883922;98,3948727828911;20923,2765085821;40939,1131499441;104173,193449339;21088,1341433959;0;0
"154";7518,01568205016;8,46627372814326;67374,6343241298;13168,3115378999;34274,0826198932;13031,1707213927;0;3
"155";513,981126401365;436,698916693266;34744,6252017505;84646,1663886804;12585,3409718942;7862,79897745379;0;0
"156";6423,47134938238;2720,44059772359;45753,8388846017;21167,1828768049;96441,2188274379;5772,52593620533;0;1
"157";2832,23591911669;8751,41769534223;34888,2198532677;57924,7946545934;4443,39581080145;9180,15039691285;0;0
"158";2182,42475646523;21140,5128388488;2011,95814462362;65839,3385919517;53853,290511307;23900,9771084043;0;0
"159";9087,66023945622;1589,39290091312;17932,5244152739;74591,5482498074;34766,4885483286;22778,914973176;0;1
"160";1555,92360094539;1845,2070015158;31909,5113911488;37136,7953584675;59694,0013048667;32336,4027262422;0;0
"161";509,553702196902;490,396687875676;112,873719706999;60882,2955117833;134355,805117512;968,219035161175;0,0131569132208824;3
"162";4062,17365871437;368,962495078734;3777,46276830072;24063,1782460357;163477,362609295;19839,703998538;0;3
"163";1303,04534809502;4917,24748729873;21071,1798904069;52558,2285623901;17161,3899454537;2125,6577992233;0;2
"164";9980,68410271036;9986,52898394481;10017,4670368234;29053,3690943998;175778,789590377;15708,7866377667;0;0
"165";2656,80384957971;494,258299247156;55306,7913638061;9754,08665508543;120444,343576501;10318,1294374503;0;3
"166";1774,19189057046;84,7122763874611;7967,39519719516;37718,2759946434;34361,8123393824;5535,1030849424;0;0
"167";1810,67020225134;2890,29130598277;36731,5961151262;36432,5177656876;25452,8344938659;33748,1667911035;0;0
"168";2805,40438314783;766,281424951918;46296,8902205044;11332,2614274858;96460,5321457121;5229,77983952248;0;3
"169";4080,46195828614;459,682238206169;37292,9950427138;57548,9929351474;2290,40442215909;8677,88969551977;0;0
"170";617,491136473167;822,687961044581;549,687917350941;49900,9041917746;23283,8234980688;7602,60828197324;0;0
"171";10816,8796153061;897,383121305208;60716,7821742473;20578,9353267965;15685,4046223697;21117,4633051786;0;0
"172";886,380545612464;617,42548434746;9080,6317950839;55080,3689576617;34599,8568955157;7975,28882971994;0;3
"173";7912,21241837697;353,590531976773;49752,2660459793;9890,72311984201;105976,169187669;9876,65918792662;0;3
"174";13091,7234044131;10502,7107824007;32260,3586606285;50868,1132678192;15927,5199548916;8889,82269491957;0;1
"175";7779,47901432079;1054,69813556337;7803,75596855524;70654,6485524183;19430,0117286339;10020,299947129;0;2
"176";4014,23938657558;4333,14560420722;20365,3976298676;33983,3143242197;52849,2733436028;4975,99844480808;0;3
"177";64,5336748871948;4839,49427149322;1012,33860168944;7240,94952160377;3774,53925246525;2637,60939154872;0;2
"178";3791,49606838349;1973,78096045352;96836,2859198981;85389,7371669306;20634,533685635;41135,1136171842;0;0
"179";264,753727633047;289,924000016276;7948,72565794351;16210,4520650455;97458,8128194677;8445,25584947835;0;0
"180";448,026611775604;1734,14133880327;7130,8390908242;57938,1120239391;52207,8735273623;11065,6797846058;0;3
"181";13057,7868052384;2874,57863802882;24381,0855631463;48297,2628957132;59747,0114291789;26707,2453085041;0;3
"182";140,570016689065;386,248381699715;3489,87553152415;57694,1385684693;42083,1872319692;4152,28211985948;0;0
"183";3004,86695046813;3170,12562061725;26207,035747487;37344,6938051366;32885,1955475151;4888,65898568914;0;1
"184";36786,4127377745;3788,08686920358;53684,0364514671;66367,0457184587;58743,4654330427;43065,2089028331;0;0
"185";6796,06656400771;2484,57736632649;7032,18691857246;103491,064870947;30627,5346836139;9618,02010418634;0;3
"186";5809,5925480919;5258,69898200361;14370,1403619848;68562,2179312085;41542,0331518298;16213,1100900065;0;2
"187";2310,9153814211;593,248110152849;22418,9855455023;33270,5650420107;144344,467045744;16928,2428245992;0;3
"188";4330,35376857392;501,07177950057;54339,4184972096;12983,5917980193;109500,743715842;13423,4750243339;0;0
"189";1642,73175433697;1049,59756720899;35893,9913652305;37737,0919198657;82326,6252171346;38183,647772166;0;3
"190";4772,2160070476;245,377240489984;6891,16955742742;18841,1514866464;68319,668552634;10320,0210104847;0;0
"191";4057,10197042054;10190,2790941543;3997,85373419615;56972,6583279356;125567,646607256;21650,5219074186;0;2
"192";13177,7684395576;302,306769327913;23528,809584502;24325,4379570216;40382,3182362956;9565,87759163575;0;2
"193";6945,97356563704;1497,82223500698;7938,20533435298;26259,0868024769;9524,74077420346;11603,26934022;0;0
"194";1046,60166629419;282,693970733123;23661,946599827;36515,4702723259;48173,0939037361;10119,6840510013;0;3
"195";995,375766982477;347,916095878827;22480,4887018786;7772,99460220303;87231,6623880299;8421,65609636988;0;0
"196";1287,60014965663;11230,2480022128;24911,2665427792;71726,1156667982;0;10704,2139915314;0;0
"197";189,450476066899;7013,74054872462;10030,8994677598;61900,6314833631;87596,9053625165;11546,5596642875;0;1
"198";6742,62341492537;7328,0384761464;7853,237560103;23147,4557430624;0;7948,29794714657;0;0
"199";360,0639595028;2884,59009749657;7874,23775865549;12497,4434392239;93743,8945267573;12053,7655010755;0;0
"200";1497,10441520243;266,664924985551;2155,76895765759;5076,92787675479;24837,1610142108;1918,55084032465;0;0
"201";1213,7078999052;474,797146773401;17038,8851942216;3265,56866805302;7363,95886803485;3581,37379000349;0;3
"202";2247,63035483206;1654,85313009982;27092,512249487;30314,7151300902;64415,5503885597;9743,31327198745;0;1
"203";196,4960576712;3949,99830645301;133,934478040889;12193,9130854728;0;5100,08583019689;0;2
"204";9005,78711093207;327,543322347304;53375,6277152368;53265,0861906633;14890,480390925;31116,5622410142;0;0
"205";8436,97615729752;1176,88307077434;70040,0904517935;11410,7597542384;122477,530975648;11507,3097806698;0;0
"206";14816,0707390885;5461,07762362594;67932,3950778666;68840,843008962;21258,2009625195;23611,7918764972;0;0
"207";2040,87108086158;5466,37914097812;33028,614890519;51068,9584426165;81818,981307508;4451,27127477963;0;0
"208";16129,4471249912;782,022175521558;16032,0359207346;35012,750209102;119653,182632603;16790,5760912743;0;0
"209";3497,29951239248;3562,49633077853;37476,6131287017;39984,6034245994;73130,6007657099;5594,38457638747;0;1
"210";13401,9547781218;2787,46966980567;35601,5481598539;37187,4915452609;62709,1937666111;36644,7535065159;0;3
"211";3248,40763090958;3790,43306088018;13869,6715772061;27607,1339555754;45113,6486749443;9639,3824797846;0;1
"212";9026,3507006516;7449,04333521814;57793,1547679712;44589,0032630999;82540,7863149078;10249,4645664844;0;0
"213";254,157712538956;190,092040280701;799,481354100095;47494,3426606493;75223,3995987318;625,969853937079;0;3
"214";3274,44791777348;283,626438189588;3260,47075640923;13824,4115548811;28613,5010130342;3908,62986185188;0;2
"215";10202,0981359413;3917,31435968331;19061,9044125131;65477,3876675285;95978,7797416992;5599,11092897816;0;0
"216";378,668186929159;9028,73019701143;22778,0897440687;23958,7729866542;64660,7392268223;11330,588232961;0;0
"217";3542,83465561918;4983,8823262307;16267,7934831018;17109,3222355178;74231,3295541623;16387,5665890909;0;0
"218";449,057909731712;10126,7965531466;34905,4465215183;42406,9553865726;32937,0761474854;7596,54549207275;0;0
"219";2052,07411404513;2163,01523009615;9455,06745422827;42870,4629164004;62436,7938685648;13591,0519099336;0;3
"220";6490,18018597491;6513,55237197832;23306,9278238398;37716,7335547065;37724,6420156968;20868,6715961907;0;0
"221";1748,31532012495;1230,37985390143;11502,3647183874;44448,8934339363;14445,997660471;3207,65412473147;2,36965012550354;0
"222";617,80183921695;163,32139368546;725,232218639544;24282,8740091129;21227,4319186456;3702,66978251211;0,0270456876605749;0
"223";2896,28820867103;1771,45929661559;37380,8349949877;85155,5579671121;12683,2301126762;39170,1765158098;0;2
"224";2957,14788657825;822,649710134591;18090,5313418314;73557,625752723;74240,115469159;18033,8998077567;0;1
"225";3242,75518050535;445,17132782102;2527,77788814529;35759,5276445065;21586,0699753506;3876,9957098525;0;1
"226";8032,15599558085;102,890433723979;26170,4745912857;27452,1713352879;46074,0165081404;28098,9402864898;0;0
"227";18966,2103260358;5478,96656120712;70083,5311721594;79513,6236479258;33152,2621770377;37569,1833301691;0;0
"228";3602,03919071155;3737,05576770859;24947,6409546345;19819,3081250892;60787,9525881739;22949,2434886603;0;1
"229";1920,32277803035;6035,0581554568;40848,5527847501;49047,4659779151;90739,6142257786;9400,85665916838;0;0
"230";8585,91757503813;54,1917844483742;66421,2819929282;23372,2892851019;24016,9793971676;23097,3018437073;0;3
"231";2102,65075619822;810,401357845147;54531,0098816766;15293,0697704266;113126,375674768;15838,5641561504;0;3
"232";1426,4701824179;4935,5416694822;37970,5209120454;55616,5797998697;84799,9419808276;7130,64584462528;0;0
"233";5,42317048314179;34,4962882755475;63972,5524904461;40285,3292846947;78504,5930712134;6779,89623867815;0;2
"234";3500,17767157807;11672,1827768653;35407,6439049637;26438,7457100153;74121,6825196819;7580,45463196947;0;1
"235";1950,9066247494;1176,43671496394;37142,4597315054;57378,3692510757;12542,8126025095;14725,4524634306;0;0
"236";1336,97429053486;6193,52461614555;37519,6602299735;39891,7364242014;79526,5237009834;11191,0257996916;0;1
"237";6960,90250510027;9416,26780691209;22325,6248075751;37200,2726635133;10226,5846782189;11810,1236286916;0;0
"238";15279,3596529181;4273,08663180583;37533,6675514939;63559,3568981464;305,526003931379;37257,6345641812;0;3
"239";137,381727216364;196,882918877633;1213,97833730926;3436,16077815889;64791,0777419896;3522,05072754847;45,2089462280273;0
"240";3539,66613509809;14515,3604950631;37842,320684741;55245,865038555;0;21912,9852738985;0;0
"241";4384,9613143491;4264,02505101949;19199,4216153311;20630,635333974;75725,5878593367;19783,0907854225;0;0
"242";1561,30044185019;28,0832375735064;8396,05604170695;11064,6823262801;8227,18301903669;10582,3504621218;0;0
"243";5732,61862248833;501,882846676369;54089,2345548271;91039,6177260325;1031,74748346253;54571,3104270815;0;0
"244";8344,48489092684;793,087798663662;64789,8450572852;22907,3849939647;111752,521695287;23150,8716982294;0;0
"245";2555,74269325199;133,862082686581;10572,5167744483;16809,7861680556;11374,404166151;7528,74149638978;0;1
"246";3897,20556781771;26839,033829527;33347,674843817;79576,0083927297;78437,5556032674;45512,4623893768;0;0
"247";4245,60409769902;8099,0803298013;57606,4352127692;51106,7566614541;75067,82716658;7726,65829422617;0;0
"248";1290,10899342991;2358,87147861897;24955,7242264433;25217,1675178493;41632,4604539219;25930,2861912465;0;0
"249";52,0904400100253;572,897984696649;1641,13930734036;2641,200891584;143861,612416401;2382,73552223099;1,67858326435089;3
"250";4009,8480709869;3967,49461619605;53651,8191443735;38279,362243941;54138,4626341068;15494,9488776167;0;2
"251";10361,3469344529;65,3121150333807;55735,6047196025;27249,6729932762;89592,1612084831;27338,8702645037;0;0
"252";6504,95804065182;706,205621585842;60650,8455247785;18681,3868816856;106623,319789042;16146,1145388423;0;3
"253";4898,03977628598;3339,05204844135;47830,0961491465;11745,6538519563;121,111587027394;12057,3111778859;0;2
"254";205,734560945013;5278,34440983613;21786,5935496546;31968,794973252;60360,9547266143;8357,69280346442;0;2
"255";1573,5713337109;2391,89180720877;7319,29994651346;44672,8844189102;106934,123091276;21864,3312785552;0;0
"256";1329,713940735;6134,74254855332;6128,17009478597;30586,2970344965;16756,7498764723;6879,31794301505;0;0
"257";1852,88661910385;6427,41905476877;32876,9635990944;13498,6197141442;43110,7286461029;7208,89322842774;0;0
