"";"unpaved";"paved";"rail";"silos";"fridge";"settlement";"protected_area";"pop_mean";"lc";"crop";"fl";"agri_count";"past_count";"total_count"
"130";0;2788,04046050815;0;0;0;0;0;2,81062040553749e-05;"0";"0";"0";0;0;0
"131";0;13083,3139658877;0;0;0;0;0;1,30726530107115e-05;"0";"0";"0";0;0;0
"132";0;6666,39398100541;0;0;0;0;30211158,7878191;0,000153802923147343;"0";"0";"0";0;0;0
"133";0;0;0;0;0;0;97947468,078105;0,000859091156089583;"0";"0";"0";0;0;0
"134";0;0;0;0;0;0;98996071,4559755;0;"0";"0";"0";0;0;0
"135";0;0;0;0;0;0;98996092,021821;0,000644805794952558;"0";"0";"0";0;0;0
"136";0;0;0;0;0;0;98996112,617887;0,000237268646874331;"0";"0";"0";0;0;0
"137";0;0;0;0;0;0;98996133,2439666;0,00103773772433499;"0";"0";"0";0;0;0
"138";0;0;0;0;0;0;98996153,8997755;0;"0";"0";"0";0;0;0
"139";0;0;0;0;0;0;98389001,5456313;6,23129774845704e-05;"0";"0";"0";0;0;0
"140";0;0;0;0;0;0;80225450,5545115;0,000580433237759141;"0";"0";"0";0;0;0
"141";0;0;0;0;0;0;8288683,36946072;0,00017116413414127;"0";"0";"0";0;0;0
"142";0;0;0;0;0;0;28396146,8586543;5,38524089649089e-05;"0";"0";"0";0;0;0
"143";0;0;0;0;0;0;29615656,1622655;0;"0";"0";"0";0;0;0
"144";0;0;0;0;0;0;65950725,7249621;0;"0";"0";"0";0;0;0
"145";0;0;0;0;0;0;66412941,2052212;0;"0";"0";"0";0;0;0
"146";0;0;0;0;0;0;64132088,5010762;0;"0";"0";"0";0;0;0
"147";0;0;0;0;0;0;93993810,1173319;0;"0";"0";"0";0;0;0
"148";0;0;0;0;0;0;96755477,0110542;0;"0";"0";"0";0;0;0
"149";0;0;0;0;0;0;99027561,3318245;0;"0";"0";"0";0;0;0
"150";0;0;0;0;0;0;99027580,2133839;1,45945434461876e-05;"0";"0";"0";0;0;0
"151";0;0;0;0;0;0;99027599,1306903;0;"0";"0";"0";0;0;0
"152";0;0;0;0;0;0;99027618,0836053;0;"0";"0";"0";0;0;0
"153";5424,31497850293;0;0;0;0;0;99027637,0718882;0;"0";"0";"0";0;0;0
"154";11283,385320005;0;0;0;0;0;99027656,0953577;0;"0";"0";"0";0;0;0
"155";20947,3999571114;0;0;0;0;0;99027675,1538465;0;"0";"0";"0";0;0;0
"156";11495,9378384931;0;0;0;0;0;99027694,247148;0;"0";"0";"0";0;0;0
"157";4096,58108807151;0;0;0;0;0;97470081,9704227;0;"0";"0";"0";0;0;0
"158";10534,3717110258;0;0;0;0;0;21086520,7115562;0;"0";"0";"0";0;0;0
"159";13781,7404956311;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"160";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"161";0;9561,07462372734;0;0;0;0;0;0;"0";"0";"0";0;0;0
"162";0;16284,6153283719;0;0;0;0;0;0;"0";"0";"0";0;0;0
"163";0;2543,24985105514;0;0;0;0;0;0;"0";"0";"0";0;0;0
"164";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"165";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"166";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"167";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"168";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"169";12398,3890735684;11203,4578350485;0;0;0;0;0;0;"0";"0";"0";0;0;0
"170";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"171";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"172";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"173";0;0;0;0;0;0;0;3,8896777028136e-05;"0";"0";"0";0;0;0
"174";0;7500,00337790798;0;0;0;0;0;0;"0";"0";"0";0;0;0
"175";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"176";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"177";0;0;0;0;0;0;0;3,70391835303493e-05;"0";"0";"0";0;0;0
"178";0;0;0;0;0;0;20140626,4376218;0;"0";"0";"0";0;0;0
"179";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"180";0;13870,7826103584;0;0;0;0;17945097,3864381;0,000759303245903151;"0";"0";"0";0;0;0
"181";0;0;0;0;0;0;99028182,3248239;0,000849356177715888;"0";"0";"0";0;0;0
"182";0;5203,27459969881;0;0;0;0;99028202,2547698;0,000167014407449126;"0";"0";"0";0;0;0
"183";0;0;0;0;0;0;99028222,2142072;0,000242061954460469;"0";"0";"0";0;0;0
"184";0;0;0;0;0;0;99028242,2029686;0,000207449480344173;"0";"0";"0";0;0;0
"185";0;0;0;0;0;0;99028262,2208242;9,58661220785513e-05;"0";"0";"0";0;0;0
"186";0;0;0;0;0;0;99028282,267561;0,00113042385000946;"0";"0";"0";0;0;0
"187";0;0;0;0;0;0;99028302,3430567;0,00029886788804877;"0";"0";"0";0;0;0
"188";0;0;0;0;0;0;99028301,7260328;0,000575379373597938;"0";"0";"0";0;0;0
"189";0;0;0;0;0;0;1135611,19861582;0,000210740348804791;"0";"0";"0";0;0;0
"190";0;0;0;0;0;0;72610762,1455441;0,000253032798794582;"0";"0";"0";0;0;0
"191";0;0;0;0;0;0;99059110,7936285;0;"0";"0";"0";0;0;0
"192";0;0;0;0;0;0;99059128,8617272;0;"0";"0";"0";0;0;0
"193";0;0;0;0;0;0;99059146,9658608;0;"0";"0";"0";0;0;0
"194";0;0;0;0;0;0;99059165,1057625;0;"0";"0";"0";0;0;0
"195";0;0;0;0;0;0;99059183,2812934;0;"0";"0";"0";0;0;0
"196";0;0;0;0;0;0;99059201,4922702;0;"0";"0";"0";0;0;0
"197";0;0;0;0;0;0;99059219,738451;0;"0";"0";"0";0;0;0
"198";0;0;0;0;0;0;99059238,0197158;0;"0";"0";"0";0;0;0
"199";0;0;0;0;0;0;99059256,3358979;0;"0";"0";"0";0;0;0
"200";0;3429,91030693113;0;0;0;0;99059274,6867309;0;"0";"0";"0";0;0;0
"201";11273,8208139183;4774,43901387391;0;0;0;0;99059293,0721292;0;"0";"0";"0";0;0;0
"202";8639,12792235562;0;0;0;0;0;99059311,4917908;0;"0";"0";"0";0;0;0
"203";0;0;0;0;0;0;99059329,945636;0;"0";"0";"0";0;0;0
"204";0;0;0;0;0;0;99059348,4334223;0;"0";"0";"0";0;0;0
"205";0;0;0;0;0;0;99059366,9549708;0;"0";"0";"0";0;0;0
"206";11671,6579871404;0;0;0;0;0;50351808,9414638;0,000814504286896672;"0";"0";"0";0;0;0
"207";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"208";0;0;0;0;0;0;0;4,89419833980687e-05;"0";"0";"0";0;0;0
"209";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"210";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"211";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"212";0;15238,8162284304;0;0;0;0;0;0;"0";"0";"0";0;0;0
"213";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"214";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"215";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"216";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"217";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"218";10965,2313280439;10299,967614485;0;0;0;0;0;0;"0";"0";"0";0;0;0
"219";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"220";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"221";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"222";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"223";0;8749,13123223305;0;0;0;0;0;0,000675749082415056;"0";"0";"0";0;0;0
"224";981,408194205401;3709,69411752368;0;0;0;0;0;0,00280778794822517;"0";"0";"2";0;0;0
"225";0;0;0;0;0;0;0;0,00112580895161159;"0";"0";"2";0;0;0
"226";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"227";0;0;0;0;0;0;61139302,6912822;0;"0";"0";"1";0;0;0
"228";0;0;0;0;0;0;1216031,11049681;0;"0";"0";"1";0;0;0
"229";0;10834,539407048;0;0;0;0;22271024,1243069;9,54303652214997e-05;"0";"0";"0";0;0;0
"230";0;0;0;0;0;0;99059840,4173517;2,92275224975116e-05;"0";"0";"0";0;0;0
"231";0;10676,2303480718;0;0;0;0;99059859,7505169;0;"0";"0";"0";0;0;0
"232";0;1810,81465074591;0;0;0;0;99059879,1123142;0,000985678017464423;"0";"0";"0";0;0;0
"233";0;10956,1668231292;0;0;0;0;99059898,5024662;0,000345236368756409;"0";"0";"0";0;0;0
"234";0;6024,26543509461;0;0;0;0;99059917,9209099;0,00123275116397819;"0";"0";"0";0;0;0
"235";0;0;0;0;0;0;99059937,3673806;6,59267373236869e-07;"0";"0";"0";0;0;0
"236";0;0;0;0;0;0;99059956,8417263;0;"0";"0";"0";0;0;0
"237";0;0;0;0;0;0;98386477,0889642;0;"0";"0";"0";0;0;0
"238";0;0;0;0;0;0;39545728,2432843;7,7156257241165e-06;"0";"0";"0";0;0;0
"239";0;0;0;0;0;0;88862514,8417309;5,4009380343299e-05;"0";"0";"0";0;0;0
"240";0;0;0;0;0;0;99090299,6696558;0;"0";"0";"0";0;0;0
"241";0;0;0;0;0;0;99090317,1531541;0,00136143826467012;"0";"0";"0";0;0;0
"242";0;0;0;0;0;0;99090334,6717274;0;"0";"0";"0";0;0;0
"243";0;0;0;0;0;0;99090352,2251551;0;"0";"0";"0";0;0;0
"244";0;0;0;0;0;0;99090369,8133109;0;"0";"0";"0";0;0;0
"245";0;0;0;0;0;0;99090387,4360013;0;"0";"0";"0";0;0;0
"246";0;0;0;0;0;0;99090405,0930457;0;"0";"0";"0";0;0;0
"247";0;0;0;0;0;0;99090422,7842841;0;"0";"0";"0";0;0;0
"248";0;0;0;0;0;0;99090440,5095136;0;"0";"0";"0";0;0;0
"249";0;0;0;0;0;0;99090458,2685561;0;"0";"0";"0";0;0;0
"250";0;0;0;0;0;0;99090476,0612202;0;"0";"0";"0";0;0;0
"251";0;18655,9329841378;0;0;0;0;99090493,8873937;0;"0";"0";"0";0;0;0
"252";3289,28270832741;0;0;0;0;0;99090511,7468014;0;"0";"0";"0";0;0;0
"253";11001,643841291;0;0;0;0;0;99090529,6393619;0;"0";"0";"0";0;0;0
"254";9341,70557719405;0;0;0;0;0;99090547,5647972;0;"0";"0";"0";0;0;0
"255";0;0;0;0;0;0;79264633,8577322;0;"0";"0";"0";0;0;0
"256";0;0;0;0;0;0;1931055,42337525;0;"0";"0";"0";0;0;0
"257";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"258";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"259";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"260";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"261";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"262";19755,3588723222;11573,1889120673;0;0;0;0;0;0,000791796145210251;"0";"0";"0";0;0;0
"263";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"264";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"265";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"266";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"267";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"268";8181,14937596267;8937,21522405434;0;0;0;0;0;0,000212648480039802;"0";"0";"0";0;0;0
"269";0;1847,77132682646;0;0;0;0;0;0,00286371546789086;"0";"0";"0";0;0;0
"270";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"271";0;0;0;0;0;0;0;0,00386365043568562;"0";"0";"0";0;0;0
"272";0;0;0;0;0;0;0;0,00040852039917368;"0";"0";"2";0;0;0
"273";0;0;0;0;0;0;0;0,00551469846929989;"0";"0";"2";0;0;0
"274";10380,4183393363;10642,9578494315;0;0;0;0;0;0,000454496299463294;"0";"0";"2";0;0;0
"275";0;0;0;0;0;0;0;0,000950381858068478;"0";"0";"2";0;0;0
"276";0;0;0;0;0;0;0;0,000177348599252046;"0";"0";"2";0;0;0
"277";0;0;0;0;0;0;39657176,7654797;0,00012811199939518;"0";"0";"2";0;0;0
"278";0;1408,55339337762;0;0;0;0;19712955,9839717;0,00250624541746057;"0";"0";"1";0;0;0
"279";0;18975,4183255376;0;0;0;0;15014033,3407182;0,00656384228659929;"0";"0";"0";0;0;0
"280";0;11550,1734086241;0;0;0;0;30952043,6106288;0,000239229550054849;"0";"0";"0";0;0;0
"281";0;13519,651408829;0;0;0;0;17749867,1556992;0,000428783014730155;"0";"0";"0";0;0;0
"282";0;8898,76902620477;0;0;0;0;73250342,0737422;0,00107446032820438;"0";"0";"0";0;0;0
"283";0;0;0;0;0;0;99091080,9027944;0,00199270802759998;"0";"0";"0";0;0;0
"284";0;0;0;0;0;0;99088344,1748478;0,000483922784445502;"0";"0";"0";0;0;0
"285";0;0;0;0;0;0;99071997,9955269;0;"0";"0";"0";0;0;0
"286";0;0;0;0;0;0;99084947,2327949;8,47348812424061e-05;"0";"0";"0";0;0;0
"287";0;0;0;0;0;0;8225955,74021672;0;"0";"0";"0";0;0;0
"288";0;0;0;0;0;0;78327335,4750443;0;"0";"0";"0";0;0;0
"289";0;0;0;0;0;0;99121014,7990987;0;"0";"0";"0";0;0;0
"290";0;0;0;0;0;0;99121031,7081385;0;"0";"0";"0";0;0;0
"291";0;0;0;0;0;0;99121048,6513352;0;"0";"0";"0";0;0;0
"292";0;0;0;0;0;0;99121065,6285398;0;"0";"0";"0";0;0;0
"293";0;0;0;0;0;0;99121082,6395378;0;"0";"0";"0";0;0;0
"294";0;0;0;0;0;0;99121099,6841714;0;"0";"0";"0";0;0;0
"295";0;0;0;0;0;0;99121116,7622862;0;"0";"0";"0";0;0;0
"296";0;0;0;0;0;0;99121133,8736784;0;"0";"0";"0";0;0;0
"297";0;0;0;0;0;0;99121151,0181813;0;"0";"0";"0";0;0;0
"298";0;0;0;0;0;0;99121168,1956384;0;"0";"0";"0";0;0;0
"299";0;0;0;0;0;0;99121185,4059117;0,00106905028666951;"0";"0";"0";0;0;0
"300";0;0;0;0;0;0;99121202,6487188;0,00354893213083637;"0";"0";"0";0;0;0
"301";0;21877,5260580796;0;0;0;0;99121219,924021;0;"0";"0";"0";0;0;0
"302";2950,61690337005;6802,54596191506;0;0;0;0;99121237,2315211;0;"0";"0";"0";0;0;0
"303";0;0;0;0;0;0;99121254,5711591;0;"0";"0";"0";0;0;0
"304";0;0;0;0;0;0;95828966,9002051;0;"0";"0";"0";0;0;0
"305";0;0;0;0;0;0;16228150,0891868;0;"0";"0";"0";0;0;0
"306";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"307";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"308";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"309";5360,65915767161;0;0;0;0;0;0;0,00170605917606286;"0";"0";"0";0;0;0
"310";10817,7753971845;0;0;0;0;0;0;0,00016805187615762;"0";"0";"0";0;0;0
"311";0;0;0;0;0;0;0;0,0012658950135731;"0";"0";"0";0;0;0
"312";17052,4478705364;11587,0868251992;0;0;0;0;0;0,00121284943288823;"0";"0";"0";0;0;0
"313";0;0;0;0;0;0;0;5,06443104103115e-05;"0";"0";"0";0;0;0
"314";4355,93135070592;0;0;0;0;0;0;0,000929328984792447;"0";"0";"0";0;0;0
"315";0;0;0;0;0;0;0;0,00010516656400452;"0";"0";"0";0;0;0
"316";0;0;0;0;0;0;0;3,18101210085439e-05;"0";"0";"0";0;0;0
"317";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"318";1405,84567509416;1931,42551859232;0;0;0;0;0;7,91120897717198e-05;"0";"0";"0";0;0;0
"319";0;12259,56158667;0;0;0;0;0;0,00331130292797184;"0";"0";"0";0;0;0
"320";0;6747,6719191817;0;0;0;0;0;0,00882912880078558;"0";"0";"2";0;0;0
"321";0;0;0;0;0;0;0;0;"0";"0";"2";0;0;0
"322";0;0;0;0;0;0;0;0;"0";"0";"2";0;0;0
"323";17577,0655210277;8064,23719730187;0;0;0;0;0;0,00300889641852711;"0";"0";"2";0;0;0
"324";2129,92827631982;3238,53039046812;0;0;0;0;0;0;"0";"0";"2";0;0;0
"325";0;0;0;0;0;0;0;0;"0";"0";"2";0;0;0
"326";0;0;0;0;0;0;0;0,000500682601622848;"0";"0";"2";0;0;0
"327";0;7565,90317706866;0;0;0;0;14723776,9168329;0;"0";"0";"2";0;0;0
"328";0;22703,5926573579;0;0;0;0;38693103,245306;0,00343038808824616;"0";"0";"2";0;0;0
"329";0;1583,72094066332;0;0;0;0;0;0,0371971439598049;"0";"0";"2";0;0;0
"330";0;0;0;0;0;0;0;0,00943213879504805;"0";"0";"2";0;0;0
"331";0;0;0;0;0;0;0;0;"0";"0";"0";0;0;0
"332";0;0;0;0;0;0;47992921,2208486;0,000152358336765577;"0";"0";"0";0;0;0
